country	continent	year	lifeExp	pop	gdpPercap
Peru	Americas	1967	51.4	12132200	5788
Peru	Americas	1972	55.4	13954700	5938
Peru	Americas	1977	58.4	15990099	6281
Peru	Americas	1982	61.4	18125129	6435
Peru	Americas	1987	64.1	20195924	6361
Peru	Americas	1992	66.5	22430449	4446
Peru	Americas	1997	68.4	24748122	5838
Peru	Americas	2002	69.9	26769436	5909
Peru	Americas	2007	71.4	28674757	7409
Philippines	Asia	1952	47.8	22438691	1273
Philippines	Asia	1957	51.3	26072194	1548
Philippines	Asia	1962	54.8	30325264	1650
Philippines	Asia	1967	56.4	35356600	1814
Philippines	Asia	1972	58.1	40850141	1989
Philippines	Asia	1977	60.1	46850962	2373
Philippines	Asia	1982	62.1	53456774	2603
Philippines	Asia	1987	64.2	60017788	2190
Philippines	Asia	1992	66.5	67185766	2279
Philippines	Asia	1997	68.6	75012988	2537
Philippines	Asia	2002	70.3	82995088	2651
Philippines	Asia	2007	71.7	91077287	3190
Poland	Europe	1952	61.3	25730551	4029
Poland	Europe	1957	65.8	28235346	4734
Poland	Europe	1962	67.6	30329617	5339
Poland	Europe	1967	69.6	31785378	6557
Poland	Europe	1972	70.8	33039545	8007
Poland	Europe	1977	70.7	34621254	9508
Poland	Europe	1982	71.3	36227381	8452
Poland	Europe	1987	71	37740710	9082
Poland	Europe	1992	71	38370697	7739
Poland	Europe	1997	72.8	38654957	10160
Poland	Europe	2002	74.7	38625976	12002
Poland	Europe	2007	75.6	38518241	15390
Portugal	Europe	1952	59.8	8526050	3068
Portugal	Europe	1957	61.5	8817650	3775
Portugal	Europe	1962	64.4	9019800	4728
Portugal	Europe	1967	66.6	9103000	6362
Portugal	Europe	1972	69.3	8970450	9022
Portugal	Europe	1977	70.4	9662600	10172
Portugal	Europe	1982	72.8	9859650	11754
Portugal	Europe	1987	74.1	9915289	13039
Portugal	Europe	1992	74.9	9927680	16207
Portugal	Europe	1997	76	10156415	17641
Portugal	Europe	2002	77.3	10433867	19971
Portugal	Europe	2007	78.1	10642836	20510
Puerto Rico	Americas	1952	64.3	2227000	3082
Puerto Rico	Americas	1957	68.5	2260000	3907
Puerto Rico	Americas	1962	69.6	2448046	5108
Puerto Rico	Americas	1967	71.1	2648961	6929
Puerto Rico	Americas	1972	72.2	2847132	9123
Puerto Rico	Americas	1977	73.4	3080828	9771
Puerto Rico	Americas	1982	73.8	3279001	10331
Puerto Rico	Americas	1987	74.6	3444468	12281
Puerto Rico	Americas	1992	73.9	3585176	14642
Puerto Rico	Americas	1997	74.9	3759430	16999
Puerto Rico	Americas	2002	77.8	3859606	18856
Puerto Rico	Americas	2007	78.7	3942491	19329
Reunion	Africa	1952	52.7	257700	2719
Reunion	Africa	1957	55.1	308700	2769
Reunion	Africa	1962	57.7	358900	3174
Reunion	Africa	1967	60.5	414024	4021
Reunion	Africa	1972	64.3	461633	5048
Reunion	Africa	1977	67.1	492095	4320
Reunion	Africa	1982	69.9	517810	5267
Reunion	Africa	1987	71.9	562035	5303
Reunion	Africa	1992	73.6	622191	6101
Reunion	Africa	1997	74.8	684810	6072
Reunion	Africa	2002	75.7	743981	6316
Reunion	Africa	2007	76.4	798094	7670
Romania	Europe	1952	61	16630000	3145
Romania	Europe	1957	64.1	17829327	3943
Romania	Europe	1962	66.8	18680721	4735
Romania	Europe	1967	66.8	19284814	6471
Romania	Europe	1972	69.2	20662648	8011
Romania	Europe	1977	69.5	21658597	9356
Romania	Europe	1982	69.7	22356726	9605
Romania	Europe	1987	69.5	22686371	9696
Romania	Europe	1992	69.4	22797027	6598
Romania	Europe	1997	69.7	22562458	7347
Romania	Europe	2002	71.3	22404337	7885
Romania	Europe	2007	72.5	22276056	10808
Rwanda	Africa	1952	40	2534927	493
Rwanda	Africa	1957	41.5	2822082	540
Rwanda	Africa	1962	43	3051242	597
Rwanda	Africa	1967	44.1	3451079	511
Rwanda	Africa	1972	44.6	3992121	591
Rwanda	Africa	1977	45	4657072	670
Rwanda	Africa	1982	46.2	5507565	882
Rwanda	Africa	1987	44	6349365	848
Rwanda	Africa	1992	23.6	7290203	737
Rwanda	Africa	1997	36.1	7212583	590
Rwanda	Africa	2002	43.4	7852401	786
Rwanda	Africa	2007	46.2	8860588	863
Sao Tome and Principe	Africa	1952	46.5	60011	880
Sao Tome and Principe	Africa	1957	48.9	61325	861
Sao Tome and Principe	Africa	1962	51.9	65345	1072
Sao Tome and Principe	Africa	1967	54.4	70787	1385
Sao Tome and Principe	Africa	1972	56.5	76595	1533
Sao Tome and Principe	Africa	1977	58.6	86796	1738
Sao Tome and Principe	Africa	1982	60.4	98593	1890
Sao Tome and Principe	Africa	1987	61.7	110812	1517
Sao Tome and Principe	Africa	1992	62.7	125911	1429
Sao Tome and Principe	Africa	1997	63.3	145608	1339
Sao Tome and Principe	Africa	2002	64.3	170372	1353
Sao Tome and Principe	Africa	2007	65.5	199579	1598
Saudi Arabia	Asia	1952	39.9	4005677	6460
Saudi Arabia	Asia	1957	42.9	4419650	8158
Saudi Arabia	Asia	1962	45.9	4943029	11626
Saudi Arabia	Asia	1967	49.9	5618198	16903
Saudi Arabia	Asia	1972	53.9	6472756	24837
Saudi Arabia	Asia	1977	58.7	8128505	34168
Saudi Arabia	Asia	1982	63	11254672	33693
Saudi Arabia	Asia	1987	66.3	14619745	21198
Saudi Arabia	Asia	1992	68.8	16945857	24842
Saudi Arabia	Asia	1997	70.5	21229759	20587
Saudi Arabia	Asia	2002	71.6	24501530	19015
Saudi Arabia	Asia	2007	72.8	27601038	21655
Senegal	Africa	1952	37.3	2755589	1450
Senegal	Africa	1957	39.3	3054547	1568
Senegal	Africa	1962	41.5	3430243	1655
Senegal	Africa	1967	43.6	3965841	1612
Senegal	Africa	1972	45.8	4588696	1598
Senegal	Africa	1977	48.9	5260855	1562
Senegal	Africa	1982	52.4	6147783	1518
Senegal	Africa	1987	55.8	7171347	1442
Senegal	Africa	1992	58.2	8307920	1368
Senegal	Africa	1997	60.2	9535314	1392
Senegal	Africa	2002	61.6	10870037	1520
Senegal	Africa	2007	63.1	12267493	1712
Serbia	Europe	1952	58	6860147	3581
Serbia	Europe	1957	61.7	7271135	4981
Serbia	Europe	1962	64.5	7616060	6290
Serbia	Europe	1967	66.9	7971222	7992
Serbia	Europe	1972	68.7	8313288	10522
Serbia	Europe	1977	70.3	8686367	12981
Serbia	Europe	1982	70.2	9032824	15181
Serbia	Europe	1987	71.2	9230783	15871
Serbia	Europe	1992	71.7	9826397	9325
Serbia	Europe	1997	72.2	10336594	7914
Serbia	Europe	2002	73.2	10111559	7236
Serbia	Europe	2007	74	10150265	9787
Sierra Leone	Africa	1952	30.3	2143249	880
Sierra Leone	Africa	1957	31.6	2295678	1004
Sierra Leone	Africa	1962	32.8	2467895	1117
Sierra Leone	Africa	1967	34.1	2662190	1206
Sierra Leone	Africa	1972	35.4	2879013	1354
Sierra Leone	Africa	1977	36.8	3140897	1348
Sierra Leone	Africa	1982	38.4	3464522	1465
Sierra Leone	Africa	1987	40	3868905	1294
Sierra Leone	Africa	1992	38.3	4260884	1069
Sierra Leone	Africa	1997	39.9	4578212	575
Sierra Leone	Africa	2002	41	5359092	699
Sierra Leone	Africa	2007	42.6	6144562	863
Singapore	Asia	1952	60.4	1127000	2315
Singapore	Asia	1957	63.2	1445929	2843
Singapore	Asia	1962	65.8	1750200	3675
Singapore	Asia	1967	67.9	1977600	4977
Singapore	Asia	1972	69.5	2152400	8598
Singapore	Asia	1977	70.8	2325300	11210
Singapore	Asia	1982	71.8	2651869	15169
Singapore	Asia	1987	73.6	2794552	18862
Singapore	Asia	1992	75.8	3235865	24770
Singapore	Asia	1997	77.2	3802309	33519
Singapore	Asia	2002	78.8	4197776	36023
Singapore	Asia	2007	80	4553009	47143
Slovak Republic	Europe	1952	64.4	3558137	5075
Slovak Republic	Europe	1957	67.4	3844277	6093
Slovak Republic	Europe	1962	70.3	4237384	7481
Slovak Republic	Europe	1967	71	4442238	8413
Slovak Republic	Europe	1972	70.4	4593433	9674
Slovak Republic	Europe	1977	70.4	4827803	10923
Slovak Republic	Europe	1982	70.8	5048043	11349
Slovak Republic	Europe	1987	71.1	5199318	12037
Slovak Republic	Europe	1992	71.4	5302888	9498
Slovak Republic	Europe	1997	72.7	5383010	12126
Slovak Republic	Europe	2002	73.8	5410052	13639
Slovak Republic	Europe	2007	74.7	5447502	18678
Slovenia	Europe	1952	65.6	1489518	4215
Slovenia	Europe	1957	67.8	1533070	5862
Slovenia	Europe	1962	69.2	1582962	7402
Slovenia	Europe	1967	69.2	1646912	9405
Slovenia	Europe	1972	69.8	1694510	12383
Slovenia	Europe	1977	71	1746919	15277
Slovenia	Europe	1982	71.1	1861252	17867
Slovenia	Europe	1987	72.2	1945870	18679
Slovenia	Europe	1992	73.6	1999210	14215
Slovenia	Europe	1997	75.1	2011612	17161
Slovenia	Europe	2002	76.7	2011497	20660
Slovenia	Europe	2007	77.9	2009245	25768
Somalia	Africa	1952	33	2526994	1136
Somalia	Africa	1957	35	2780415	1258
Somalia	Africa	1962	37	3080153	1369
Somalia	Africa	1967	39	3428839	1285
Somalia	Africa	1972	41	3840161	1255
Somalia	Africa	1977	42	4353666	1451
Somalia	Africa	1982	43	5828892	1177
Somalia	Africa	1987	44.5	6921858	1093
Somalia	Africa	1992	39.7	6099799	927
Somalia	Africa	1997	43.8	6633514	931
Somalia	Africa	2002	45.9	7753310	882
Somalia	Africa	2007	48.2	9118773	926
South Africa	Africa	1952	45	14264935	4725
South Africa	Africa	1957	48	16151549	5487
South Africa	Africa	1962	50	18356657	5769
South Africa	Africa	1967	51.9	20997321	7114
South Africa	Africa	1972	53.7	23935810	7766
South Africa	Africa	1977	55.5	27129932	8029
South Africa	Africa	1982	58.2	31140029	8568
South Africa	Africa	1987	60.8	35933379	7826
South Africa	Africa	1992	61.9	39964159	7225
South Africa	Africa	1997	60.2	42835005	7479
South Africa	Africa	2002	53.4	44433622	7711
South Africa	Africa	2007	49.3	43997828	9270
Spain	Europe	1952	64.9	28549870	3834
Spain	Europe	1957	66.7	29841614	4565
Spain	Europe	1962	69.7	31158061	5694
Spain	Europe	1967	71.4	32850275	7994
Spain	Europe	1972	73.1	34513161	10639
Spain	Europe	1977	74.4	36439000	13237
Spain	Europe	1982	76.3	37983310	13926
Spain	Europe	1987	76.9	38880702	15765
Spain	Europe	1992	77.6	39549438	18603
Spain	Europe	1997	78.8	39855442	20445
Spain	Europe	2002	79.8	40152517	24835
Spain	Europe	2007	80.9	40448191	28821
Sri Lanka	Asia	1952	57.6	7982342	1084
Sri Lanka	Asia	1957	61.5	9128546	1073
Sri Lanka	Asia	1962	62.2	10421936	1074
Sri Lanka	Asia	1967	64.3	11737396	1136
Sri Lanka	Asia	1972	65	13016733	1213
Sri Lanka	Asia	1977	65.9	14116836	1349
Sri Lanka	Asia	1982	68.8	15410151	1648
Sri Lanka	Asia	1987	69	16495304	1877
Sri Lanka	Asia	1992	70.4	17587060	2154
Sri Lanka	Asia	1997	70.5	18698655	2664
Sri Lanka	Asia	2002	70.8	19576783	3015
Sri Lanka	Asia	2007	72.4	20378239	3970
Sudan	Africa	1952	38.6	8504667	1616
Sudan	Africa	1957	39.6	9753392	1770
Sudan	Africa	1962	40.9	11183227	1960
Sudan	Africa	1967	42.9	12716129	1688
Sudan	Africa	1972	45.1	14597019	1660
Sudan	Africa	1977	47.8	17104986	2203
Sudan	Africa	1982	50.3	20367053	1896
Sudan	Africa	1987	51.7	24725960	1508
Sudan	Africa	1992	53.6	28227588	1492
Sudan	Africa	1997	55.4	32160729	1632
Sudan	Africa	2002	56.4	37090298	1993
Sudan	Africa	2007	58.6	42292929	2602
Swaziland	Africa	1952	41.4	290243	1148
Swaziland	Africa	1957	43.4	326741	1245
Swaziland	Africa	1962	45	370006	1856
Swaziland	Africa	1967	46.6	420690	2613
Swaziland	Africa	1972	49.6	480105	3365
Swaziland	Africa	1977	52.5	551425	3781
Swaziland	Africa	1982	55.6	649901	3895
Swaziland	Africa	1987	57.7	779348	3985
Swaziland	Africa	1992	58.5	962344	3553
Swaziland	Africa	1997	54.3	1054486	3877
Swaziland	Africa	2002	43.9	1130269	4128
Swaziland	Africa	2007	39.6	1133066	4513
Sweden	Europe	1952	71.9	7124673	8528
Sweden	Europe	1957	72.5	7363802	9912
Sweden	Europe	1962	73.4	7561588	12329
Sweden	Europe	1967	74.2	7867931	15258
Sweden	Europe	1972	74.7	8122293	17832
Sweden	Europe	1977	75.4	8251648	18856
Sweden	Europe	1982	76.4	8325260	20667
Sweden	Europe	1987	77.2	8421403	23587
Sweden	Europe	1992	78.2	8718867	23880
Sweden	Europe	1997	79.4	8897619	25267
Sweden	Europe	2002	80	8954175	29342
Sweden	Europe	2007	80.9	9031088	33860
Switzerland	Europe	1952	69.6	4815000	14734
Switzerland	Europe	1957	70.6	5126000	17909
Switzerland	Europe	1962	71.3	5666000	20431
Switzerland	Europe	1967	72.8	6063000	22966
Switzerland	Europe	1972	73.8	6401400	27195
Switzerland	Europe	1977	75.4	6316424	26982
Switzerland	Europe	1982	76.2	6468126	28398
Switzerland	Europe	1987	77.4	6649942	30282
Switzerland	Europe	1992	78	6995447	31872
Switzerland	Europe	1997	79.4	7193761	32135
Switzerland	Europe	2002	80.6	7361757	34481
Switzerland	Europe	2007	81.7	7554661	37506
Syria	Asia	1952	45.9	3661549	1643
Syria	Asia	1957	48.3	4149908	2117
Syria	Asia	1962	50.3	4834621	2193
Syria	Asia	1967	53.7	5680812	1882
Syria	Asia	1972	57.3	6701172	2571
Syria	Asia	1977	61.2	7932503	3195
Syria	Asia	1982	64.6	9410494	3762
Syria	Asia	1987	67	11242847	3117
Syria	Asia	1992	69.2	13219062	3341
Syria	Asia	1997	71.5	15081016	4014
Syria	Asia	2002	73.1	17155814	4091
Syria	Asia	2007	74.1	19314747	4185
Taiwan	Asia	1952	58.5	8550362	1207
Taiwan	Asia	1957	62.4	10164215	1508
Taiwan	Asia	1962	65.2	11918938	1823
Taiwan	Asia	1967	67.5	13648692	2644
Taiwan	Asia	1972	69.4	15226039	4063
Taiwan	Asia	1977	70.6	16785196	5597
Taiwan	Asia	1982	72.2	18501390	7426
Taiwan	Asia	1987	73.4	19757799	11055
Taiwan	Asia	1992	74.3	20686918	15216
Taiwan	Asia	1997	75.2	21628605	20207
Taiwan	Asia	2002	77	22454239	23235
Taiwan	Asia	2007	78.4	23174294	28718
Tanzania	Africa	1952	41.2	8322925	717
Tanzania	Africa	1957	43	9452826	699
Tanzania	Africa	1962	44.2	10863958	722
Tanzania	Africa	1967	45.8	12607312	848
Tanzania	Africa	1972	47.6	14706593	916
Tanzania	Africa	1977	49.9	17129565	962
Tanzania	Africa	1982	50.6	19844382	874
Tanzania	Africa	1987	51.5	23040630	832
Tanzania	Africa	1992	50.4	26605473	826
Tanzania	Africa	1997	48.5	30686889	789
Tanzania	Africa	2002	49.7	34593779	899
Tanzania	Africa	2007	52.5	38139640	1107
Thailand	Asia	1952	50.8	21289402	758
Thailand	Asia	1957	53.6	25041917	794
Thailand	Asia	1962	56.1	29263397	1002
Thailand	Asia	1967	58.3	34024249	1295
Thailand	Asia	1972	60.4	39276153	1524
Thailand	Asia	1977	62.5	44148285	1961
Thailand	Asia	1982	64.6	48827160	2393
Thailand	Asia	1987	66.1	52910342	2983
Thailand	Asia	1992	67.3	56667095	4617
Thailand	Asia	1997	67.5	60216677	5853
Thailand	Asia	2002	68.6	62806748	5913
Thailand	Asia	2007	70.6	65068149	7458
Togo	Africa	1952	38.6	1219113	860
Togo	Africa	1957	41.2	1357445	926
Togo	Africa	1962	43.9	1528098	1068
Togo	Africa	1967	46.8	1735550	1478
Togo	Africa	1972	49.8	2056351	1650
Togo	Africa	1977	52.9	2308582	1533
Togo	Africa	1982	55.5	2644765	1345
Togo	Africa	1987	56.9	3154264	1202
Togo	Africa	1992	58.1	3747553	1034
Togo	Africa	1997	58.4	4320890	982
Togo	Africa	2002	57.6	4977378	886
Togo	Africa	2007	58.4	5701579	883
Trinidad and Tobago	Americas	1952	59.1	662850	3023
Trinidad and Tobago	Americas	1957	61.8	764900	4100
Trinidad and Tobago	Americas	1962	64.9	887498	4998
Trinidad and Tobago	Americas	1967	65.4	960155	5621
Trinidad and Tobago	Americas	1972	65.9	975199	6620
Trinidad and Tobago	Americas	1977	68.3	1039009	7900
Trinidad and Tobago	Americas	1982	68.8	1116479	9120
Trinidad and Tobago	Americas	1987	69.6	1191336	7389
Trinidad and Tobago	Americas	1992	69.9	1183669	7371
Trinidad and Tobago	Americas	1997	69.5	1138101	8793
Trinidad and Tobago	Americas	2002	69	1101832	11461
Trinidad and Tobago	Americas	2007	69.8	1056608	18009
Tunisia	Africa	1952	44.6	3647735	1468
Tunisia	Africa	1957	47.1	3950849	1395
Tunisia	Africa	1962	49.6	4286552	1660
Tunisia	Africa	1967	52.1	4786986	1932
Tunisia	Africa	1972	55.6	5303507	2753
Tunisia	Africa	1977	59.8	6005061	3121
Tunisia	Africa	1982	64	6734098	3560
Tunisia	Africa	1987	66.9	7724976	3810
Tunisia	Africa	1992	70	8523077	4333
Tunisia	Africa	1997	72	9231669	4877
Tunisia	Africa	2002	73	9770575	5723
Tunisia	Africa	2007	73.9	10276158	7093
Turkey	Europe	1952	43.6	22235677	1969
Turkey	Europe	1957	48.1	25670939	2219
Turkey	Europe	1962	52.1	29788695	2323
Turkey	Europe	1967	54.3	33411317	2826
Turkey	Europe	1972	57	37492953	3451
Turkey	Europe	1977	59.5	42404033	4269
Turkey	Europe	1982	61	47328791	4241
Turkey	Europe	1987	63.1	52881328	5089
Turkey	Europe	1992	66.1	58179144	5678
Turkey	Europe	1997	68.8	63047647	6601
Turkey	Europe	2002	70.8	67308928	6508
Turkey	Europe	2007	71.8	71158647	8458
Uganda	Africa	1952	40	5824797	735
Uganda	Africa	1957	42.6	6675501	774
Uganda	Africa	1962	45.3	7688797	767
Uganda	Africa	1967	48.1	8900294	909
Uganda	Africa	1972	51	10190285	951
Uganda	Africa	1977	50.4	11457758	844
Uganda	Africa	1982	49.8	12939400	682
Uganda	Africa	1987	51.5	15283050	618
Uganda	Africa	1992	48.8	18252190	644
Uganda	Africa	1997	44.6	21210254	817
Uganda	Africa	2002	47.8	24739869	928
Uganda	Africa	2007	51.5	29170398	1056
United Kingdom	Europe	1952	69.2	50430000	9980
United Kingdom	Europe	1957	70.4	51430000	11283
United Kingdom	Europe	1962	70.8	53292000	12477
United Kingdom	Europe	1967	71.4	54959000	14143
United Kingdom	Europe	1972	72	56079000	15895
United Kingdom	Europe	1977	72.8	56179000	17429
United Kingdom	Europe	1982	74	56339704	18232
United Kingdom	Europe	1987	75	56981620	21665
United Kingdom	Europe	1992	76.4	57866349	22705
United Kingdom	Europe	1997	77.2	58808266	26075
United Kingdom	Europe	2002	78.5	59912431	29479
United Kingdom	Europe	2007	79.4	60776238	33203
United States	Americas	1952	68.4	157553000	13990
United States	Americas	1957	69.5	171984000	14847
United States	Americas	1962	70.2	186538000	16173
United States	Americas	1967	70.8	198712000	19530
United States	Americas	1972	71.3	209896000	21806
United States	Americas	1977	73.4	220239000	24073
United States	Americas	1982	74.6	232187835	25010
United States	Americas	1987	75	242803533	29884
United States	Americas	1992	76.1	256894189	32004
United States	Americas	1997	76.8	272911760	35767
United States	Americas	2002	77.3	287675526	39097
United States	Americas	2007	78.2	301139947	42952
Uruguay	Americas	1952	66.1	2252965	5717
Uruguay	Americas	1957	67	2424959	6151
Uruguay	Americas	1962	68.3	2598466	5603
Uruguay	Americas	1967	68.5	2748579	5445
Uruguay	Americas	1972	68.7	2829526	5703
Uruguay	Americas	1977	69.5	2873520	6504
Uruguay	Americas	1982	70.8	2953997	6920
Uruguay	Americas	1987	71.9	3045153	7452
Uruguay	Americas	1992	72.8	3149262	8137
Uruguay	Americas	1997	74.2	3262838	9230
Uruguay	Americas	2002	75.3	3363085	7727
Uruguay	Americas	2007	76.4	3447496	10611
Venezuela	Americas	1952	55.1	5439568	7690
Venezuela	Americas	1957	57.9	6702668	9802
Venezuela	Americas	1962	60.8	8143375	8423
Venezuela	Americas	1967	63.5	9709552	9541
Venezuela	Americas	1972	65.7	11515649	10505
Venezuela	Americas	1977	67.5	13503563	13144
Venezuela	Americas	1982	68.6	15620766	11152
Venezuela	Americas	1987	70.2	17910182	9884
Venezuela	Americas	1992	71.2	20265563	10734
Venezuela	Americas	1997	72.1	22374398	10165
Venezuela	Americas	2002	72.8	24287670	8605
Venezuela	Americas	2007	73.7	26084662	11416
Vietnam	Asia	1952	40.4	26246839	605
Vietnam	Asia	1957	42.9	28998543	676
Vietnam	Asia	1962	45.4	33796140	772
Vietnam	Asia	1967	47.8	39463910	637
Vietnam	Asia	1972	50.3	44655014	700
Vietnam	Asia	1977	55.8	50533506	714
Vietnam	Asia	1982	58.8	56142181	707
Vietnam	Asia	1987	62.8	62826491	821
Vietnam	Asia	1992	67.7	69940728	989
Vietnam	Asia	1997	70.7	76048996	1386
Vietnam	Asia	2002	73	80908147	1764
Vietnam	Asia	2007	74.2	85262356	2442
West Bank and Gaza	Asia	1952	43.2	1030585	1516
West Bank and Gaza	Asia	1957	45.7	1070439	1827
West Bank and Gaza	Asia	1962	48.1	1133134	2199
West Bank and Gaza	Asia	1967	51.6	1142636	2650
West Bank and Gaza	Asia	1972	56.5	1089572	3133
West Bank and Gaza	Asia	1977	60.8	1261091	3683
West Bank and Gaza	Asia	1982	64.4	1425876	4336
West Bank and Gaza	Asia	1987	67	1691210	5107
West Bank and Gaza	Asia	1992	69.7	2104779	6018
West Bank and Gaza	Asia	1997	71.1	2826046	7111
West Bank and Gaza	Asia	2002	72.4	3389578	4515
West Bank and Gaza	Asia	2007	73.4	4018332	3025
"Yemen, Rep."	Asia	1952	32.5	4963829	782
"Yemen, Rep."	Asia	1957	34	5498090	805
"Yemen, Rep."	Asia	1962	35.2	6120081	826
"Yemen, Rep."	Asia	1967	37	6740785	862
"Yemen, Rep."	Asia	1972	39.8	7407075	1265
"Yemen, Rep."	Asia	1977	44.2	8403990	1830
"Yemen, Rep."	Asia	1982	49.1	9657618	1978
"Yemen, Rep."	Asia	1987	52.9	11219340	1972
"Yemen, Rep."	Asia	1992	55.6	13367997	1879
"Yemen, Rep."	Asia	1997	58	15826497	2117
"Yemen, Rep."	Asia	2002	60.3	18701257	2235
"Yemen, Rep."	Asia	2007	62.7	22211743	2281
Zambia	Africa	1952	42	2672000	1147
Zambia	Africa	1957	44.1	3016000	1312
Zambia	Africa	1962	46	3421000	1453
Zambia	Africa	1967	47.8	3900000	1777
Zambia	Africa	1972	50.1	4506497	1773
Zambia	Africa	1977	51.4	5216550	1589
Zambia	Africa	1982	51.8	6100407	1409
Zambia	Africa	1987	50.8	7272406	1213
Zambia	Africa	1992	46.1	8381163	1211
Zambia	Africa	1997	40.2	9417789	1071
Zambia	Africa	2002	39.2	10595811	1072
Zambia	Africa	2007	42.4	11746035	1271
Zimbabwe	Africa	1952	48.5	3080907	407
Zimbabwe	Africa	1957	50.5	3646340	519
Zimbabwe	Africa	1962	52.4	4277736	527
Zimbabwe	Africa	1967	54	4995432	570
Zimbabwe	Africa	1972	55.6	5861135	799
Zimbabwe	Africa	1977	57.7	6642107	686
Zimbabwe	Africa	1982	60.4	7636524	789
Zimbabwe	Africa	1987	62.4	9216418	706
Zimbabwe	Africa	1992	60.4	10704340	693
Zimbabwe	Africa	1997	46.8	11404948	792
Zimbabwe	Africa	2002	40	11926563	672
Zimbabwe	Africa	2007	43.5	12311143	470
