ride_id,date,duration_min,station_A_id,station_A_name,station_B_id
24552,4/5/2017,18,15,San Francisco F…,6
65973,4/25/2017,12.2,15,San Francisco F…,6
23338,4/26/2017,22.1,15,San Francisco F…,6
91562,4/27/2017,4.13,67,San Francisco C…,49
34736,4/2/2017,8.77,6,The Embarcadero…,22
26536,4/15/2017,17.7,15,San Francisco F…,6
19880,4/26/2017,9.07,15,San Francisco F…,80
78662,4/18/2017,45.7,67,San Francisco C…,64
21913,4/22/2017,9.73,15,San Francisco F…,284
24469,4/17/2017,9.93,15,San Francisco F…,284
96053,4/25/2017,7.02,3,Powell St BART …,42
76960,4/8/2017,23.3,58,Market St at 10…,28
48013,4/23/2017,23.5,58,Market St at 10…,28
50317,4/3/2017,12.2,5,Powell St BART …,115
22682,4/16/2017,19.3,16,Steuart St at M…,355
49139,4/5/2017,5.23,58,Market St at 10…,34
87569,4/9/2017,18.5,5,Powell St BART …,43
64999,4/24/2017,78.3,5,Powell St BART …,43
99220,4/30/2017,6.75,21,Montgomery St B…,5
87560,4/16/2017,41.1,15,San Francisco F…,15
37622,4/30/2017,12,16,Steuart St at M…,364
35927,4/18/2017,8.97,58,Market St at 10…,121
21563,4/8/2017,6.78,81,Berry St at 4th…,126
24141,4/18/2017,50.6,15,San Francisco F…,17
39731,4/29/2017,2.52,15,San Francisco F…,15
96415,4/20/2017,3.87,5,Powell St BART …,58
66184,4/27/2017,32.8,58,Market St at 10…,21
29131,4/2/2017,9.87,15,San Francisco F…,284
76126,4/25/2017,10.4,15,San Francisco F…,284
31112,4/19/2017,23,5,Powell St BART …,5
14067,4/2/2017,8.92,16,Steuart St at M…,3
98345,4/1/2017,23.4,81,Berry St at 4th…,399
98803,4/29/2017,23.4,81,Berry St at 4th…,399
42176,4/9/2017,16.5,3,Powell St BART …,324
62298,4/15/2017,13.2,5,Powell St BART …,11
66465,4/7/2017,16.9,3,Powell St BART …,324
50656,4/24/2017,13,3,Powell St BART …,324
95018,4/29/2017,7.67,15,San Francisco F…,284
68707,4/20/2017,51.6,5,Powell St BART …,5
93594,4/11/2017,3.05,15,San Francisco F…,15
27831,4/16/2017,54.2,5,Powell St BART …,44
29735,4/26/2017,6.18,81,Berry St at 4th…,89
63682,4/15/2017,15.1,15,San Francisco F…,15
26795,4/26/2017,13.6,3,Powell St BART …,104
21849,4/26/2017,14.1,15,San Francisco F…,81
13689,4/14/2017,9.4,58,Market St at 10…,81
78262,4/2/2017,52.2,15,San Francisco F…,50
66329,4/13/2017,17.3,5,Powell St BART …,371
95167,4/14/2017,20.8,3,Powell St BART …,56
11527,4/20/2017,24.5,16,Steuart St at M…,50
63587,4/14/2017,11.2,16,Steuart St at M…,50
90202,4/24/2017,6.3,3,Powell St BART …,67
41379,4/14/2017,23.9,6,The Embarcadero…,50
36008,4/9/2017,103,5,Powell St BART …,23
58184,4/6/2017,24.6,6,The Embarcadero…,50
41900,4/22/2017,24.1,6,The Embarcadero…,50
84610,4/14/2017,21.3,6,The Embarcadero…,50
98788,4/8/2017,13,5,Powell St BART …,53
82087,4/21/2017,16,3,Powell St BART …,27
18665,4/24/2017,6.87,67,San Francisco C…,90
92009,4/25/2017,6.65,67,San Francisco C…,90
88729,4/26/2017,15,6,The Embarcadero…,6
65021,4/13/2017,14.6,6,The Embarcadero…,6
34758,4/24/2017,4.63,58,Market St at 10…,86
13332,4/7/2017,8.32,15,San Francisco F…,50
73383,4/10/2017,18.8,16,Steuart St at M…,336
31747,4/29/2017,17.1,21,Montgomery St B…,52
92947,4/18/2017,7.78,58,Market St at 10…,108
71632,4/6/2017,5.87,6,The Embarcadero…,8
11944,4/14/2017,5.87,6,The Embarcadero…,15
39290,4/4/2017,7.6,16,Steuart St at M…,3
83433,4/10/2017,5.28,6,The Embarcadero…,8
53376,4/1/2017,6.18,6,The Embarcadero…,8
39160,4/5/2017,5.87,6,The Embarcadero…,8
64377,4/14/2017,13.4,16,Steuart St at M…,50
22621,4/30/2017,4.55,6,The Embarcadero…,8
13985,4/11/2017,7.67,81,Berry St at 4th…,15
89980,4/12/2017,16.2,21,Montgomery St B…,6
19245,4/2/2017,35.5,3,Powell St BART …,6
54231,4/12/2017,36,3,Powell St BART …,6
23652,4/20/2017,41.8,58,Market St at 10…,377
74848,4/29/2017,25.3,6,The Embarcadero…,127
86647,4/16/2017,1.27,5,Powell St BART …,5
33103,4/6/2017,42.8,15,San Francisco F…,28
43869,4/16/2017,41.1,58,Market St at 10…,377
63829,4/21/2017,10.1,58,Market St at 10…,5
50891,4/2/2017,31.5,30,San Francisco C…,6
74085,4/15/2017,10.1,58,Market St at 10…,5
97533,4/1/2017,5.27,58,Market St at 10…,5
59265,4/23/2017,12.6,58,Market St at 10…,66
60886,4/21/2017,12.6,58,Market St at 10…,66
12287,4/19/2017,12.3,58,Market St at 10…,66
54024,4/4/2017,12.3,58,Market St at 10…,66
58980,4/17/2017,42.2,16,Steuart St at M…,412
64285,4/15/2017,41.2,16,Steuart St at M…,412
86425,4/16/2017,32.2,3,Powell St BART …,3
57459,4/23/2017,12.2,6,The Embarcadero…,66
36645,4/20/2017,22.1,3,Powell St BART …,121
86288,4/18/2017,10.8,16,Steuart St at M…,50
27926,4/7/2017,11.8,16,Steuart St at M…,50
33473,4/20/2017,7.5,58,Market St at 10…,121
58272,4/29/2017,20.5,3,Powell St BART …,121
16998,4/6/2017,20.8,3,Powell St BART …,121
98235,4/9/2017,25.8,5,Powell St BART …,5
15566,4/10/2017,29.1,3,Powell St BART …,105
91206,4/9/2017,4.43,58,Market St at 10…,62
61016,4/23/2017,4.22,15,San Francisco F…,27
96599,4/16/2017,15.8,6,The Embarcadero…,400
16163,4/7/2017,16.5,6,The Embarcadero…,400
18730,4/16/2017,20.3,6,The Embarcadero…,371
78704,4/11/2017,17.8,67,San Francisco C…,31
13643,4/18/2017,20,6,The Embarcadero…,371
25471,4/29/2017,14.4,15,San Francisco F…,6
79641,4/2/2017,6.3,3,Powell St BART …,26
60085,4/10/2017,22.1,15,San Francisco F…,81
70326,4/3/2017,23.7,16,Steuart St at M…,355
87803,4/3/2017,21.2,15,San Francisco F…,81
36913,4/26/2017,56.4,3,Powell St BART …,15
82837,4/21/2017,12,16,Steuart St at M…,50
99194,4/5/2017,11,16,Steuart St at M…,50
57553,4/2/2017,6.97,15,San Francisco F…,6
42560,4/27/2017,9.08,15,San Francisco F…,6
25079,4/24/2017,16.2,16,Steuart St at M…,100
86953,4/24/2017,5.67,15,San Francisco F…,28
46726,4/25/2017,14.1,16,Steuart St at M…,355
69102,4/23/2017,13.1,3,Powell St BART …,75
69302,4/1/2017,20,6,The Embarcadero…,33
68307,4/12/2017,19.2,6,The Embarcadero…,33
63966,4/26/2017,10.6,3,Powell St BART …,74
86986,4/13/2017,11.4,5,Powell St BART …,84
96873,4/14/2017,11.4,58,Market St at 10…,81
51913,4/16/2017,1.53,15,San Francisco F…,15
10457,4/29/2017,9.7,3,Powell St BART …,368
71572,4/28/2017,8.62,3,Powell St BART …,321
27973,4/5/2017,5.05,15,San Francisco F…,14
46217,4/29/2017,14,5,Powell St BART …,285
17687,4/12/2017,7.93,21,Montgomery St B…,284
83271,4/20/2017,38.6,15,San Francisco F…,321
64130,4/1/2017,19.1,15,San Francisco F…,3
18596,4/12/2017,17.6,15,San Francisco F…,3
91291,4/12/2017,21.4,15,San Francisco F…,74
26654,4/2/2017,5.73,3,Powell St BART …,22
40333,4/3/2017,8.63,15,San Francisco F…,324
37149,4/25/2017,51.8,21,Montgomery St B…,384
75908,4/5/2017,21.3,6,The Embarcadero…,400
18667,4/8/2017,24.7,6,The Embarcadero…,400
15634,4/10/2017,22.5,5,Powell St BART …,120
76563,4/10/2017,7.22,3,Powell St BART …,66
89654,4/29/2017,7.4,3,Powell St BART …,66
22360,4/13/2017,6.27,58,Market St at 10…,19
57541,4/3/2017,5.18,3,Powell St BART …,61
17718,4/29/2017,9.75,5,Powell St BART …,59
34078,4/8/2017,8.22,6,The Embarcadero…,15
37887,4/15/2017,10.9,81,Berry St at 4th…,324
17119,4/28/2017,12.4,5,Powell St BART …,120
41757,4/29/2017,10.2,58,Market St at 10…,21
36563,4/16/2017,8.27,58,Market St at 10…,107
33326,4/4/2017,5.6,21,Montgomery St B…,50
79935,4/11/2017,44.2,3,Powell St BART …,3
65719,4/8/2017,18.5,3,Powell St BART …,54
50346,4/7/2017,7.85,58,Market St at 10…,3
93850,4/30/2017,7,58,Market St at 10…,3
61591,4/28/2017,61.2,21,Montgomery St B…,371
68339,4/22/2017,15,5,Powell St BART …,23
53797,4/24/2017,10.9,6,The Embarcadero…,20
89984,4/2/2017,6.38,3,Powell St BART …,58
88862,4/20/2017,31,6,The Embarcadero…,384
58885,4/20/2017,16.7,3,Powell St BART …,6
42005,4/9/2017,16,3,Powell St BART …,6
56301,4/14/2017,13.2,30,San Francisco C…,5
89740,4/23/2017,13.2,67,San Francisco C…,5
34350,4/23/2017,5.5,6,The Embarcadero…,15
62560,4/9/2017,4.85,6,The Embarcadero…,15
86503,4/25/2017,8.78,3,Powell St BART …,15
11447,4/3/2017,8.78,81,Berry St at 4th…,3
43631,4/7/2017,36.3,58,Market St at 10…,384
21456,4/18/2017,8.13,58,Market St at 10…,84
36012,4/11/2017,4.6,58,Market St at 10…,5
35723,4/14/2017,4.33,6,The Embarcadero…,371
90443,4/12/2017,11.7,58,Market St at 10…,50
95665,4/29/2017,15.6,81,Berry St at 4th…,6
35265,4/7/2017,7.53,15,San Francisco F…,6
89122,4/26/2017,8.03,15,San Francisco F…,6
31595,4/30/2017,5.98,21,Montgomery St B…,66
80277,4/22/2017,8.98,81,Berry St at 4th…,79
17283,4/22/2017,6.65,3,Powell St BART …,16
64235,4/19/2017,7.67,15,San Francisco F…,6
93884,4/28/2017,7.28,5,Powell St BART …,369
11718,4/13/2017,29.6,3,Powell St BART …,368
31309,4/16/2017,39,15,San Francisco F…,81
32177,4/21/2017,7.55,67,San Francisco C…,61
81821,4/21/2017,3.82,15,San Francisco F…,8
66959,4/12/2017,10.4,15,San Francisco F…,19
76499,4/22/2017,14.7,21,Montgomery St B…,53
59737,4/9/2017,5.27,5,Powell St BART …,19
71233,4/1/2017,6.92,58,Market St at 10…,95
87561,4/25/2017,29.6,16,Steuart St at M…,400
78869,4/3/2017,30.8,5,Powell St BART …,371
16351,4/17/2017,30,5,Powell St BART …,371
68157,4/26/2017,9.02,58,Market St at 10…,17
12815,4/19/2017,47.8,3,Powell St BART …,8
24305,4/21/2017,36.8,5,Powell St BART …,58
10340,4/22/2017,10.5,5,Powell St BART …,97
43199,4/24/2017,11.6,6,The Embarcadero…,37
69563,4/23/2017,23.5,15,San Francisco F…,15
83907,4/3/2017,24.6,15,San Francisco F…,15
30807,4/23/2017,9.6,15,San Francisco F…,324
26934,4/12/2017,39.4,67,San Francisco C…,377
21296,4/19/2017,35.2,3,Powell St BART …,6
79849,4/4/2017,4.63,58,Market St at 10…,5
67825,4/23/2017,411,58,Market St at 10…,17
55656,4/25/2017,19,5,Powell St BART …,78
17619,4/8/2017,11.6,15,San Francisco F…,371
53813,4/6/2017,8.62,21,Montgomery St B…,30
70046,4/1/2017,11.1,3,Powell St BART …,58
20746,4/5/2017,2.03,16,Steuart St at M…,22
59644,4/6/2017,23.1,15,San Francisco F…,8
92888,4/20/2017,14.5,15,San Francisco F…,16
30570,4/26/2017,22.9,15,San Francisco F…,8
28259,4/25/2017,9.12,81,Berry St at 4th…,11
66404,4/26/2017,16.1,16,Steuart St at M…,62
99115,4/24/2017,15.6,15,San Francisco F…,284
14133,4/18/2017,8.63,5,Powell St BART …,350
12787,4/1/2017,27.8,15,San Francisco F…,400
56860,4/7/2017,5.2,58,Market St at 10…,356
91596,4/29/2017,4.32,16,Steuart St at M…,22
54045,4/15/2017,17.6,81,Berry St at 4th…,109
69474,4/20/2017,10.6,3,Powell St BART …,16
73783,4/6/2017,7.53,58,Market St at 10…,87
23133,4/10/2017,12.6,58,Market St at 10…,56
84335,4/22/2017,11.9,3,Powell St BART …,88
93596,4/13/2017,68.1,15,San Francisco F…,15
45177,4/9/2017,20.4,81,Berry St at 4th…,15
49044,4/2/2017,5.68,58,Market St at 10…,3
31469,4/25/2017,20,81,Berry St at 4th…,15
54394,4/23/2017,19.3,16,Steuart St at M…,105
13038,4/25/2017,16.2,3,Powell St BART …,16
21800,4/27/2017,17,3,Powell St BART …,16
89818,4/10/2017,5.35,58,Market St at 10…,3
98505,4/18/2017,13.6,15,San Francisco F…,58
98909,4/23/2017,22,15,San Francisco F…,77
35248,4/19/2017,13.4,16,Steuart St at M…,77
28673,4/27/2017,11,30,San Francisco C…,59
45904,4/29/2017,2.1,81,Berry St at 4th…,93
17612,4/28/2017,4.55,58,Market St at 10…,76
54051,4/24/2017,12.4,15,San Francisco F…,66
13440,4/8/2017,8.3,3,Powell St BART …,50
34946,4/25/2017,10.7,15,San Francisco F…,25
74146,4/13/2017,7.97,67,San Francisco C…,77
15758,4/24/2017,11.6,15,San Francisco F…,81
33824,4/14/2017,34.6,6,The Embarcadero…,137
34741,4/4/2017,8.6,67,San Francisco C…,36
88856,4/14/2017,4.83,16,Steuart St at M…,6
35317,4/14/2017,6.55,6,The Embarcadero…,16
43502,4/26/2017,7.9,21,Montgomery St B…,62
58167,4/13/2017,6,21,Montgomery St B…,323
19165,4/11/2017,11.6,58,Market St at 10…,139
45651,4/18/2017,12,15,San Francisco F…,58
44509,4/23/2017,10.2,58,Market St at 10…,71
94116,4/6/2017,30.2,15,San Francisco F…,400
40378,4/7/2017,4.9,58,Market St at 10…,98
21477,4/12/2017,5.72,15,San Francisco F…,50
25590,4/23/2017,16.3,67,San Francisco C…,6
24278,4/28/2017,16.8,67,San Francisco C…,6
71212,4/8/2017,7.72,58,Market St at 10…,21
93395,4/24/2017,9.87,58,Market St at 10…,16
95442,4/14/2017,6.97,30,San Francisco C…,21
63674,4/5/2017,9.87,3,Powell St BART …,19
95812,4/18/2017,8.85,15,San Francisco F…,81
37107,4/23/2017,20.4,21,Montgomery St B…,53
40018,4/29/2017,9,81,Berry St at 4th…,15
13471,4/22/2017,11.7,81,Berry St at 4th…,58
79782,4/8/2017,7.33,15,San Francisco F…,6
61360,4/18/2017,6.6,30,San Francisco C…,37
34197,4/11/2017,3.92,81,Berry St at 4th…,91
40356,4/6/2017,11.5,6,The Embarcadero…,81
93433,4/7/2017,106,58,Market St at 10…,44
59120,4/5/2017,43.4,5,Powell St BART …,61
10536,4/22/2017,5.22,5,Powell St BART …,81
70381,4/15/2017,15.9,21,Montgomery St B…,44
84188,4/4/2017,14.4,21,Montgomery St B…,134
80552,4/18/2017,3.55,5,Powell St BART …,21
73062,4/13/2017,4.58,15,San Francisco F…,21
81243,4/1/2017,28.7,6,The Embarcadero…,21
17145,4/10/2017,30.1,6,The Embarcadero…,21
79968,4/10/2017,3.9,21,Montgomery St B…,5
21621,4/6/2017,12.4,21,Montgomery St B…,33
13257,4/10/2017,37.6,3,Powell St BART …,6
76809,4/17/2017,37.4,3,Powell St BART …,6
36899,4/1/2017,4.22,58,Market St at 10…,60
50849,4/1/2017,11.9,21,Montgomery St B…,87
36889,4/8/2017,7.68,5,Powell St BART …,41
32338,4/19/2017,14.8,3,Powell St BART …,47
87976,4/11/2017,8.13,3,Powell St BART …,21
64214,4/27/2017,2.38,5,Powell St BART …,4
12648,4/12/2017,3.33,16,Steuart St at M…,20
84272,4/8/2017,6.7,81,Berry St at 4th…,126
36872,4/2/2017,43.1,5,Powell St BART …,75
96271,4/13/2017,9.75,58,Market St at 10…,21
23086,4/5/2017,7.22,3,Powell St BART …,67
80491,4/15/2017,9.32,15,San Francisco F…,17
90634,4/29/2017,1.58,21,Montgomery St B…,17
53906,4/25/2017,11.1,3,Powell St BART …,50
66128,4/28/2017,3.38,16,Steuart St at M…,17
42393,4/6/2017,324,5,Powell St BART …,3
29349,4/25/2017,7.03,21,Montgomery St B…,41
74425,4/15/2017,6.53,58,Market St at 10…,4
41291,4/23/2017,38.2,5,Powell St BART …,5
33140,4/25/2017,7.5,3,Powell St BART …,42
24958,4/21/2017,19,21,Montgomery St B…,118
92665,4/6/2017,7.27,5,Powell St BART …,323
53865,4/25/2017,5.77,3,Powell St BART …,11
65495,4/15/2017,4.3,5,Powell St BART …,47
70369,4/24/2017,5.88,58,Market St at 10…,76
89667,4/23/2017,9.97,15,San Francisco F…,284
27587,4/15/2017,14.6,67,San Francisco C…,141
13331,4/13/2017,15.6,16,Steuart St at M…,93
54810,4/8/2017,6.67,67,San Francisco C…,24
16546,4/16/2017,6.12,16,Steuart St at M…,10
33345,4/27/2017,9.73,6,The Embarcadero…,15
69699,4/3/2017,10.9,6,The Embarcadero…,15
54119,4/12/2017,8.78,5,Powell St BART …,43
93467,4/9/2017,10.4,6,The Embarcadero…,15
29055,4/17/2017,4.6,81,Berry St at 4th…,93
12676,4/27/2017,4.62,81,Berry St at 4th…,93
39201,4/28/2017,44.7,15,San Francisco F…,15
49327,4/11/2017,3.1,30,San Francisco C…,90
48219,4/12/2017,13.4,21,Montgomery St B…,285
29342,4/11/2017,12.7,58,Market St at 10…,139
48619,4/27/2017,6.67,15,San Francisco F…,324
13170,4/22/2017,8.02,58,Market St at 10…,74
60271,4/30/2017,3.67,5,Powell St BART …,321
21739,4/5/2017,3.75,5,Powell St BART …,321
37907,4/29/2017,23.6,6,The Embarcadero…,15
90440,4/14/2017,9.62,67,San Francisco C…,88
59009,4/29/2017,4.03,5,Powell St BART …,62
60840,4/9/2017,4.1,30,San Francisco C…,64
62050,4/30/2017,9.55,30,San Francisco C…,98
40038,4/7/2017,14.7,16,Steuart St at M…,345
40314,4/29/2017,9.33,3,Powell St BART …,60
47926,4/25/2017,17.4,15,San Francisco F…,93
28260,4/30/2017,6.08,58,Market St at 10…,19
95178,4/27/2017,36.5,15,San Francisco F…,6
41608,4/30/2017,11,5,Powell St BART …,93
14294,4/2/2017,9.55,81,Berry St at 4th…,24
58413,4/1/2017,30.8,15,San Francisco F…,6
26339,4/7/2017,29.5,15,San Francisco F…,6
42503,4/20/2017,20,21,Montgomery St B…,85
70173,4/27/2017,31.2,15,San Francisco F…,6
15914,4/14/2017,31.4,15,San Francisco F…,6
24341,4/28/2017,26.6,15,San Francisco F…,6
53103,4/26/2017,11.8,21,Montgomery St B…,78
23823,4/9/2017,7.57,58,Market St at 10…,370
16073,4/6/2017,7.45,58,Market St at 10…,370
71277,4/3/2017,6.55,58,Market St at 10…,370
27436,4/24/2017,7.58,58,Market St at 10…,370
95932,4/27/2017,4.77,30,San Francisco C…,101
68742,4/24/2017,25.4,6,The Embarcadero…,3
89205,4/28/2017,19,67,San Francisco C…,132
39935,4/16/2017,25,6,The Embarcadero…,3
25780,4/2/2017,24.4,6,The Embarcadero…,3
61258,4/9/2017,25,6,The Embarcadero…,3
53486,4/30/2017,25,6,The Embarcadero…,3
85342,4/5/2017,9.65,5,Powell St BART …,14
48567,4/18/2017,4.32,67,San Francisco C…,343
86638,4/27/2017,51.4,3,Powell St BART …,368
59912,4/11/2017,3.18,67,San Francisco C…,92
67170,4/15/2017,9.17,58,Market St at 10…,52
98337,4/13/2017,6.83,5,Powell St BART …,58
19682,4/28/2017,4.63,3,Powell St BART …,17
70325,4/18/2017,3.68,3,Powell St BART …,321
71830,4/28/2017,15.1,58,Market St at 10…,58
42737,4/22/2017,55.1,5,Powell St BART …,16
94412,4/27/2017,9.22,3,Powell St BART …,67
72260,4/30/2017,33.8,6,The Embarcadero…,144
29773,4/7/2017,12.5,3,Powell St BART …,356
80146,4/30/2017,9.5,6,The Embarcadero…,16
81727,4/10/2017,150,6,The Embarcadero…,371
61362,4/25/2017,11.6,15,San Francisco F…,30
98546,4/7/2017,10.8,5,Powell St BART …,96
96344,4/13/2017,11.1,58,Market St at 10…,3
55343,4/21/2017,4.32,3,Powell St BART …,11
24250,4/20/2017,10.2,6,The Embarcadero…,370
74981,4/17/2017,20,6,The Embarcadero…,6
22157,4/9/2017,12.9,3,Powell St BART …,93
97776,4/22/2017,5.38,5,Powell St BART …,63
56348,4/3/2017,18.8,6,The Embarcadero…,6
28868,4/7/2017,8.28,58,Market St at 10…,109
62954,4/21/2017,19.2,5,Powell St BART …,126
75525,4/2/2017,16.4,5,Powell St BART …,101
16753,4/27/2017,55.6,5,Powell St BART …,5
42531,4/26/2017,4.43,3,Powell St BART …,61
66552,4/14/2017,7.95,3,Powell St BART …,59
43384,4/17/2017,7.62,3,Powell St BART …,27
28685,4/17/2017,19.4,58,Market St at 10…,28
41443,4/3/2017,5.08,15,San Francisco F…,6
98862,4/28/2017,63,16,Steuart St at M…,53
64973,4/29/2017,8.45,58,Market St at 10…,17
67363,4/10/2017,8.7,3,Powell St BART …,350
68845,4/7/2017,11.6,81,Berry St at 4th…,60
28295,4/14/2017,19.1,67,San Francisco C…,58
81007,4/2/2017,21.7,5,Powell St BART …,6
71197,4/20/2017,23,5,Powell St BART …,6
27907,4/11/2017,15.1,30,San Francisco C…,58
12617,4/2/2017,14.9,30,San Francisco C…,58
60460,4/26/2017,21.6,5,Powell St BART …,6
37215,4/10/2017,12.3,3,Powell St BART …,53
36676,4/10/2017,21.6,5,Powell St BART …,6
30405,4/27/2017,21.6,5,Powell St BART …,6
82390,4/2/2017,5.18,21,Montgomery St B…,5
15147,4/17/2017,11.8,15,San Francisco F…,91
71235,4/30/2017,14,16,Steuart St at M…,81
92534,4/25/2017,7.07,5,Powell St BART …,383
68671,4/7/2017,101,6,The Embarcadero…,58
56598,4/3/2017,92.3,58,Market St at 10…,368
55952,4/25/2017,12.8,6,The Embarcadero…,3
77806,4/19/2017,30.6,3,Powell St BART …,58
60296,4/19/2017,8.53,21,Montgomery St B…,58
97055,4/12/2017,43.5,15,San Francisco F…,6
17639,4/12/2017,42.2,15,San Francisco F…,6
12483,4/30/2017,53.8,15,San Francisco F…,15
90146,4/25/2017,50.3,15,San Francisco F…,15
51968,4/30/2017,53.2,15,San Francisco F…,15
88372,4/15/2017,9.12,16,Steuart St at M…,66
59556,4/6/2017,15.9,3,Powell St BART …,55
74156,4/11/2017,48.6,15,San Francisco F…,400
22111,4/28/2017,41.9,16,Steuart St at M…,5
93966,4/7/2017,7.72,5,Powell St BART …,59
45679,4/30/2017,8.45,5,Powell St BART …,86
90659,4/8/2017,43.4,58,Market St at 10…,3
87814,4/9/2017,12.8,21,Montgomery St B…,126
94007,4/17/2017,13.4,67,San Francisco C…,120
24606,4/20/2017,7.28,58,Market St at 10…,112
86067,4/24/2017,9.18,58,Market St at 10…,21
21502,4/27/2017,5.72,81,Berry St at 4th…,47
43264,4/19/2017,23,5,Powell St BART …,5
83394,4/12/2017,9.85,3,Powell St BART …,27
95727,4/18/2017,9.83,3,Powell St BART …,27
28800,4/6/2017,17.6,21,Montgomery St B…,121
77055,4/2/2017,8.38,3,Powell St BART …,58
28348,4/7/2017,4.97,58,Market St at 10…,5
95718,4/6/2017,4.78,3,Powell St BART …,13
45559,4/28/2017,12.3,3,Powell St BART …,52
23329,4/5/2017,6.43,15,San Francisco F…,6
66904,4/30/2017,32.1,67,San Francisco C…,400
45884,4/14/2017,14.8,58,Market St at 10…,139
48045,4/17/2017,11.8,5,Powell St BART …,30
45019,4/4/2017,8.12,5,Powell St BART …,75
70355,4/11/2017,11.6,5,Powell St BART …,30
60209,4/15/2017,9.18,21,Montgomery St B…,58
41950,4/4/2017,9.18,15,San Francisco F…,81
27359,4/19/2017,3.02,15,San Francisco F…,23
29089,4/18/2017,7.33,3,Powell St BART …,3
61459,4/16/2017,8.13,67,San Francisco C…,62
67632,4/25/2017,14.2,15,San Francisco F…,92
77668,4/4/2017,5.45,5,Powell St BART …,58
37551,4/20/2017,16.4,67,San Francisco C…,14
18685,4/26/2017,17.2,5,Powell St BART …,345
36721,4/13/2017,2.62,16,Steuart St at M…,23
59481,4/4/2017,11.3,3,Powell St BART …,364
86097,4/7/2017,5.25,67,San Francisco C…,90
29393,4/5/2017,7.83,5,Powell St BART …,15
99904,4/3/2017,15.8,5,Powell St BART …,54
52532,4/17/2017,9.42,3,Powell St BART …,384
32566,4/10/2017,21.8,67,San Francisco C…,107
15456,4/21/2017,9.78,67,San Francisco C…,58
72630,4/28/2017,12.7,3,Powell St BART …,87
75761,4/23/2017,42.8,5,Powell St BART …,6
97745,4/22/2017,12.7,3,Powell St BART …,87
14972,4/18/2017,14.6,21,Montgomery St B…,77
72392,4/1/2017,15.3,21,Montgomery St B…,384
61340,4/22/2017,5.15,16,Steuart St at M…,323
71740,4/17/2017,22,15,San Francisco F…,21
51723,4/25/2017,15,21,Montgomery St B…,285
91065,4/11/2017,9.33,67,San Francisco C…,60
99900,4/8/2017,10.8,81,Berry St at 4th…,24
93402,4/10/2017,9.87,81,Berry St at 4th…,24
49552,4/8/2017,13.7,15,San Francisco F…,81
69521,4/18/2017,7.68,5,Powell St BART …,114
73285,4/1/2017,6.45,30,San Francisco C…,284
15168,4/27/2017,54.3,6,The Embarcadero…,384
86399,4/19/2017,54.4,6,The Embarcadero…,384
71064,4/21/2017,8.03,67,San Francisco C…,5
39909,4/4/2017,21.2,21,Montgomery St B…,133
75993,4/6/2017,21.1,21,Montgomery St B…,133
58567,4/6/2017,15.2,67,San Francisco C…,107
84766,4/13/2017,5.23,67,San Francisco C…,63
20539,4/5/2017,15.2,21,Montgomery St B…,107
15571,4/14/2017,10.3,58,Market St at 10…,85
28251,4/19/2017,8.65,3,Powell St BART …,324
59798,4/6/2017,10.4,5,Powell St BART …,26
71236,4/9/2017,17.3,67,San Francisco C…,85
97013,4/8/2017,6.73,81,Berry St at 4th…,16
43805,4/25/2017,12.6,67,San Francisco C…,96
64075,4/10/2017,5.23,16,Steuart St at M…,323
19879,4/27/2017,8.45,21,Montgomery St B…,41
55764,4/29/2017,10.8,67,San Francisco C…,411
11853,4/8/2017,5.18,58,Market St at 10…,3
60883,4/20/2017,13.1,5,Powell St BART …,60
30160,4/26/2017,13.4,5,Powell St BART …,60
72825,4/26/2017,5.25,6,The Embarcadero…,15
61392,4/20/2017,11.6,67,San Francisco C…,34
52045,4/4/2017,15.7,15,San Francisco F…,92
58648,4/13/2017,262,15,San Francisco F…,28
61645,4/11/2017,3.93,67,San Francisco C…,93
63118,4/12/2017,262,15,San Francisco F…,28
43213,4/24/2017,13.6,6,The Embarcadero…,3
66221,4/20/2017,2.43,81,Berry St at 4th…,93
17611,4/22/2017,14.3,67,San Francisco C…,105
22723,4/21/2017,22.4,15,San Francisco F…,361
52944,4/18/2017,7.22,30,San Francisco C…,26
99360,4/10/2017,6.02,67,San Francisco C…,321
74872,4/2/2017,13.5,58,Market St at 10…,377
62872,4/18/2017,3.65,30,San Francisco C…,66
55130,4/20/2017,6.97,67,San Francisco C…,5
58295,4/10/2017,14.4,58,Market St at 10…,66
65575,4/25/2017,35.8,16,Steuart St at M…,52
86879,4/14/2017,16.2,58,Market St at 10…,66
45251,4/27/2017,17.3,3,Powell St BART …,76
43496,4/11/2017,22.8,3,Powell St BART …,76
10080,4/5/2017,3.85,58,Market St at 10…,368
62121,4/19/2017,10.3,5,Powell St BART …,66
24047,4/3/2017,8.92,67,San Francisco C…,21
31475,4/6/2017,6.83,67,San Francisco C…,100
74827,4/10/2017,9.07,3,Powell St BART …,81
72206,4/30/2017,7.35,67,San Francisco C…,78
80763,4/5/2017,34.2,6,The Embarcadero…,400
84901,4/13/2017,16.4,15,San Francisco F…,126
19231,4/12/2017,40.4,3,Powell St BART …,10
59115,4/21/2017,5.02,21,Montgomery St B…,323
77553,4/9/2017,9.82,5,Powell St BART …,383
68232,4/4/2017,11.1,3,Powell St BART …,21
51528,4/23/2017,8.02,21,Montgomery St B…,67
