,year,sex,education,vocabulary,year_group
20141953,2014,Male,16,9,"(1995,2016]"
20161312,2016,Female,12,6,"(1995,2016]"
19840245,1984,Male,17,8,"[1974,1995]"
20081784,2008,Female,13,5,"(1995,2016]"
19960230,1996,Male,17,7,"(1995,2016]"
19962289,1996,Female,16,9,"(1995,2016]"
19962153,1996,Female,19,6,"(1995,2016]"
19961554,1996,Female,8,5,"(1995,2016]"
19901108,1990,Male,12,5,"[1974,1995]"
20100947,2010,Female,14,9,"(1995,2016]"
19780787,1978,Female,12,7,"[1974,1995]"
20120932,2012,Female,14,6,"(1995,2016]"
20001891,2000,Male,12,6,"(1995,2016]"
19760695,1976,Male,12,3,"[1974,1995]"
19740803,1974,Female,16,9,"[1974,1995]"
20100419,2010,Female,13,5,"(1995,2016]"
20120955,2012,Female,18,6,"(1995,2016]"
19741410,1974,Male,12,5,"[1974,1995]"
19760151,1976,Male,12,10,"[1974,1995]"
19890719,1989,Male,16,7,"[1974,1995]"
19930946,1993,Female,14,6,"[1974,1995]"
19962074,1996,Female,18,9,"(1995,2016]"
19820677,1982,Female,12,5,"[1974,1995]"
19741065,1974,Male,9,0,"[1974,1995]"
19840521,1984,Male,16,7,"[1974,1995]"
20160239,2016,Female,16,6,"(1995,2016]"
20161420,2016,Male,12,3,"(1995,2016]"
20160078,2016,Female,18,10,"(1995,2016]"
19740065,1974,Female,11,6,"[1974,1995]"
19900151,1990,Female,10,5,"[1974,1995]"
19911414,1991,Male,7,2,"[1974,1995]"
19982055,1998,Female,12,6,"(1995,2016]"
19872312,1987,Female,8,1,"[1974,1995]"
20161403,2016,Female,14,7,"(1995,2016]"
19962020,1996,Female,12,6,"(1995,2016]"
20162313,2016,Male,16,8,"(1995,2016]"
19871080,1987,Female,12,9,"[1974,1995]"
19840823,1984,Female,12,6,"[1974,1995]"
20061202,2006,Male,12,8,"(1995,2016]"
20060847,2006,Male,18,7,"(1995,2016]"
19930357,1993,Male,8,6,"[1974,1995]"
19911383,1991,Male,6,5,"[1974,1995]"
19891288,1989,Female,12,5,"[1974,1995]"
19820517,1982,Male,14,7,"[1974,1995]"
19761371,1976,Male,12,6,"[1974,1995]"
20063362,2006,Male,14,6,"(1995,2016]"
20100462,2010,Male,16,10,"(1995,2016]"
20101148,2010,Female,14,6,"(1995,2016]"
19823055,1982,Female,10,2,"[1974,1995]"
19961492,1996,Male,10,5,"(1995,2016]"
19840918,1984,Female,4,4,"[1974,1995]"
19760439,1976,Male,17,9,"[1974,1995]"
20140092,2014,Female,12,3,"(1995,2016]"
19981682,1998,Female,15,8,"(1995,2016]"
19870646,1987,Female,11,5,"[1974,1995]"
19900644,1990,Female,14,9,"[1974,1995]"
20101206,2010,Female,11,5,"(1995,2016]"
19870730,1987,Female,11,3,"[1974,1995]"
20001511,2000,Male,12,6,"(1995,2016]"
19891171,1989,Female,12,5,"[1974,1995]"
19820425,1982,Male,10,10,"[1974,1995]"
19942844,1994,Female,12,6,"[1974,1995]"
19940554,1994,Female,12,6,"[1974,1995]"
19880588,1988,Female,12,6,"[1974,1995]"
19820643,1982,Male,12,6,"[1974,1995]"
19900454,1990,Female,11,4,"[1974,1995]"
19880655,1988,Female,13,9,"[1974,1995]"
20120205,2012,Male,14,7,"(1995,2016]"
19942123,1994,Female,12,4,"[1974,1995]"
19781184,1978,Female,12,10,"[1974,1995]"
19821173,1982,Female,11,5,"[1974,1995]"
20162716,2016,Female,12,5,"(1995,2016]"
19890569,1989,Male,16,6,"[1974,1995]"
20141297,2014,Male,20,10,"(1995,2016]"
20080953,2008,Male,14,8,"(1995,2016]"
20121737,2012,Female,13,6,"(1995,2016]"
19870077,1987,Female,12,5,"[1974,1995]"
20162687,2016,Male,12,5,"(1995,2016]"
19821325,1982,Female,8,3,"[1974,1995]"
20040767,2004,Female,16,7,"(1995,2016]"
19780877,1978,Male,11,8,"[1974,1995]"
20080407,2008,Female,12,4,"(1995,2016]"
19880402,1988,Female,12,8,"[1974,1995]"
19820040,1982,Male,11,7,"[1974,1995]"
20060866,2006,Male,11,5,"(1995,2016]"
19870434,1987,Female,17,6,"[1974,1995]"
19961645,1996,Female,16,8,"(1995,2016]"
20080271,2008,Male,13,5,"(1995,2016]"
20060336,2006,Female,16,0,"(1995,2016]"
20162595,2016,Female,12,5,"(1995,2016]"
20160535,2016,Male,16,7,"(1995,2016]"
20061990,2006,Female,12,6,"(1995,2016]"
19881018,1988,Male,12,7,"[1974,1995]"
19823081,1982,Female,14,6,"[1974,1995]"
20042066,2004,Male,20,8,"(1995,2016]"
19871240,1987,Female,12,5,"[1974,1995]"
19961938,1996,Male,14,9,"(1995,2016]"
19760170,1976,Female,12,8,"[1974,1995]"
20042699,2004,Male,11,7,"(1995,2016]"
19941405,1994,Female,18,9,"[1974,1995]"
20100829,2010,Female,6,2,"(1995,2016]"
19900975,1990,Female,17,5,"[1974,1995]"
19760266,1976,Male,16,9,"[1974,1995]"
19780930,1978,Male,16,7,"[1974,1995]"
19960793,1996,Female,8,4,"(1995,2016]"
19740487,1974,Male,12,6,"[1974,1995]"
19940816,1994,Female,16,8,"[1974,1995]"
19981616,1998,Male,15,6,"(1995,2016]"
19960423,1996,Female,17,9,"(1995,2016]"
20100200,2010,Male,14,4,"(1995,2016]"
20101111,2010,Male,13,7,"(1995,2016]"
19940848,1994,Female,16,4,"[1974,1995]"
19942967,1994,Male,13,7,"[1974,1995]"
19880891,1988,Female,14,7,"[1974,1995]"
20100892,2010,Male,12,7,"(1995,2016]"
20040509,2004,Female,14,9,"(1995,2016]"
19780428,1978,Female,14,7,"[1974,1995]"
19871152,1987,Female,16,7,"[1974,1995]"
19890829,1989,Male,12,6,"[1974,1995]"
19822095,1982,Female,14,7,"[1974,1995]"
20121394,2012,Female,20,10,"(1995,2016]"
19781352,1978,Male,12,4,"[1974,1995]"
19781226,1978,Male,18,10,"[1974,1995]"
20061431,2006,Male,20,8,"(1995,2016]"
19761536,1976,Male,20,10,"[1974,1995]"
20140404,2014,Female,20,9,"(1995,2016]"
20101743,2010,Female,17,7,"(1995,2016]"
20101539,2010,Female,18,9,"(1995,2016]"
20160687,2016,Female,12,5,"(1995,2016]"
19901304,1990,Male,10,0,"[1974,1995]"
20121299,2012,Female,16,5,"(1995,2016]"
19961434,1996,Female,16,6,"(1995,2016]"
20121628,2012,Male,12,3,"(1995,2016]"
19740959,1974,Female,12,5,"[1974,1995]"
19841225,1984,Male,7,1,"[1974,1995]"
19740103,1974,Male,15,5,"[1974,1995]"
20100277,2010,Female,12,6,"(1995,2016]"
20002510,2000,Female,16,6,"(1995,2016]"
19740529,1974,Female,9,6,"[1974,1995]"
20061427,2006,Female,15,5,"(1995,2016]"
20100783,2010,Female,14,6,"(1995,2016]"
20161242,2016,Male,12,5,"(1995,2016]"
19780550,1978,Female,16,9,"[1974,1995]"
20162291,2016,Male,10,7,"(1995,2016]"
20081423,2008,Female,11,6,"(1995,2016]"
19962060,1996,Female,12,8,"(1995,2016]"
19910658,1991,Male,16,10,"[1974,1995]"
19940698,1994,Female,12,7,"[1974,1995]"
19910510,1991,Female,11,5,"[1974,1995]"
19962007,1996,Female,18,8,"(1995,2016]"
20041703,2004,Female,15,6,"(1995,2016]"
19891159,1989,Male,12,3,"[1974,1995]"
19940336,1994,Female,8,6,"[1974,1995]"
19760422,1976,Female,14,6,"[1974,1995]"
19942426,1994,Male,14,10,"[1974,1995]"
19781389,1978,Female,12,6,"[1974,1995]"
19900788,1990,Female,12,6,"[1974,1995]"
20002545,2000,Male,12,4,"(1995,2016]"
19870091,1987,Female,12,6,"[1974,1995]"
19911116,1991,Male,12,5,"[1974,1995]"
19741466,1974,Male,8,8,"[1974,1995]"
20081174,2008,Female,9,4,"(1995,2016]"
19942176,1994,Female,11,7,"[1974,1995]"
20040552,2004,Male,16,6,"(1995,2016]"
20042263,2004,Male,7,8,"(1995,2016]"
20060428,2006,Male,16,5,"(1995,2016]"
19880483,1988,Female,13,5,"[1974,1995]"
20001789,2000,Female,12,5,"(1995,2016]"
19890951,1989,Female,12,6,"[1974,1995]"
20062063,2006,Female,14,6,"(1995,2016]"
19891124,1989,Male,12,6,"[1974,1995]"
19872301,1987,Female,12,4,"[1974,1995]"
20042316,2004,Male,12,5,"(1995,2016]"
20060366,2006,Female,12,6,"(1995,2016]"
20041857,2004,Female,15,9,"(1995,2016]"
19881061,1988,Female,8,5,"[1974,1995]"
20141220,2014,Female,14,6,"(1995,2016]"
20101462,2010,Female,13,7,"(1995,2016]"
20140595,2014,Male,13,6,"(1995,2016]"
19910898,1991,Male,16,7,"[1974,1995]"
19940585,1994,Male,17,10,"[1974,1995]"
19740828,1974,Female,10,10,"[1974,1995]"
19761345,1976,Female,14,7,"[1974,1995]"
19823095,1982,Male,6,3,"[1974,1995]"
20120916,2012,Female,14,6,"(1995,2016]"
20121053,2012,Female,10,4,"(1995,2016]"
19961577,1996,Male,14,6,"(1995,2016]"
19931594,1993,Female,10,3,"[1974,1995]"
19891370,1989,Male,14,5,"[1974,1995]"
20100035,2010,Male,15,7,"(1995,2016]"
19822073,1982,Female,13,6,"[1974,1995]"
20162287,2016,Female,10,3,"(1995,2016]"
20064118,2006,Male,14,6,"(1995,2016]"
19870976,1987,Male,15,10,"[1974,1995]"
19931289,1993,Male,14,3,"[1974,1995]"
19900473,1990,Male,17,6,"[1974,1995]"
20101253,2010,Female,12,7,"(1995,2016]"
19820443,1982,Male,6,6,"[1974,1995]"
20100534,2010,Female,12,6,"(1995,2016]"
19930294,1993,Female,12,5,"[1974,1995]"
19761118,1976,Female,12,8,"[1974,1995]"
19840897,1984,Female,13,6,"[1974,1995]"
20101469,2010,Female,10,5,"(1995,2016]"
19960819,1996,Male,12,4,"(1995,2016]"
19911507,1991,Male,12,7,"[1974,1995]"
20161915,2016,Male,17,7,"(1995,2016]"
19841296,1984,Female,12,3,"[1974,1995]"
19741409,1974,Female,11,5,"[1974,1995]"
19881092,1988,Female,14,2,"[1974,1995]"
20062658,2006,Female,16,8,"(1995,2016]"
20062732,2006,Male,8,5,"(1995,2016]"
20101799,2010,Male,16,6,"(1995,2016]"
20000719,2000,Male,16,1,"(1995,2016]"
20121640,2012,Male,17,10,"(1995,2016]"
19961389,1996,Male,18,7,"(1995,2016]"
20141028,2014,Female,11,6,"(1995,2016]"
20080808,2008,Male,14,9,"(1995,2016]"
19942174,1994,Female,14,8,"[1974,1995]"
19840505,1984,Male,12,6,"[1974,1995]"
20060618,2006,Male,13,7,"(1995,2016]"
20064364,2006,Male,13,7,"(1995,2016]"
19820229,1982,Male,9,8,"[1974,1995]"
19982238,1998,Female,15,10,"(1995,2016]"
20160892,2016,Female,12,6,"(1995,2016]"
19820296,1982,Female,8,6,"[1974,1995]"
20121043,2012,Male,9,5,"(1995,2016]"
19871348,1987,Female,12,6,"[1974,1995]"
19780809,1978,Female,12,7,"[1974,1995]"
19840531,1984,Female,16,10,"[1974,1995]"
19871317,1987,Female,9,4,"[1974,1995]"
19740622,1974,Male,11,5,"[1974,1995]"
20081816,2008,Male,13,6,"(1995,2016]"
19740221,1974,Male,16,9,"[1974,1995]"
19780270,1978,Female,12,10,"[1974,1995]"
20101283,2010,Male,18,6,"(1995,2016]"
20042001,2004,Female,12,6,"(1995,2016]"
20140385,2014,Male,6,1,"(1995,2016]"
20141264,2014,Female,12,8,"(1995,2016]"
20162242,2016,Female,15,6,"(1995,2016]"
19891022,1989,Male,14,7,"[1974,1995]"
19840168,1984,Female,15,7,"[1974,1995]"
20081190,2008,Male,16,8,"(1995,2016]"
19960009,1996,Female,13,7,"(1995,2016]"
19780776,1978,Female,9,6,"[1974,1995]"
20064126,2006,Female,12,6,"(1995,2016]"
20064191,2006,Male,18,6,"(1995,2016]"
20100065,2010,Male,16,9,"(1995,2016]"
19961469,1996,Female,13,6,"(1995,2016]"
19941287,1994,Female,13,6,"[1974,1995]"
19980225,1998,Male,14,7,"(1995,2016]"
20100576,2010,Male,12,4,"(1995,2016]"
19761747,1976,Male,16,5,"[1974,1995]"
19930380,1993,Male,11,3,"[1974,1995]"
20080322,2008,Female,16,6,"(1995,2016]"
19881359,1988,Female,13,5,"[1974,1995]"
20100056,2010,Male,16,5,"(1995,2016]"
20040698,2004,Female,11,3,"(1995,2016]"
20081181,2008,Male,14,9,"(1995,2016]"
19823096,1982,Female,6,2,"[1974,1995]"
19820562,1982,Female,8,4,"[1974,1995]"
20162103,2016,Male,17,10,"(1995,2016]"
20041824,2004,Female,12,6,"(1995,2016]"
19961095,1996,Female,12,7,"(1995,2016]"
19871358,1987,Male,12,5,"[1974,1995]"
19940388,1994,Male,18,9,"[1974,1995]"
20063930,2006,Female,12,6,"(1995,2016]"
20140674,2014,Male,9,7,"(1995,2016]"
20140751,2014,Female,14,7,"(1995,2016]"
20041500,2004,Male,13,6,"(1995,2016]"
19820024,1982,Male,12,3,"[1974,1995]"
20162513,2016,Female,14,9,"(1995,2016]"
20000935,2000,Male,16,6,"(1995,2016]"
20160492,2016,Female,10,0,"(1995,2016]"
20140335,2014,Male,17,4,"(1995,2016]"
19781459,1978,Female,16,7,"[1974,1995]"
19881295,1988,Female,12,6,"[1974,1995]"
20002728,2000,Female,16,8,"(1995,2016]"
19880099,1988,Male,16,5,"[1974,1995]"
19841214,1984,Female,10,6,"[1974,1995]"
19841247,1984,Female,12,8,"[1974,1995]"
19740315,1974,Male,12,7,"[1974,1995]"
20160970,2016,Male,14,7,"(1995,2016]"
20100967,2010,Male,12,4,"(1995,2016]"
19820735,1982,Female,8,6,"[1974,1995]"
19872279,1987,Female,16,5,"[1974,1995]"
19780239,1978,Male,12,5,"[1974,1995]"
19761073,1976,Male,12,7,"[1974,1995]"
20140705,2014,Male,14,7,"(1995,2016]"
20062196,2006,Male,16,8,"(1995,2016]"
19901110,1990,Male,12,6,"[1974,1995]"
20002654,2000,Male,9,4,"(1995,2016]"
19980896,1998,Male,3,3,"(1995,2016]"
19870985,1987,Female,12,7,"[1974,1995]"
20142032,2014,Female,12,6,"(1995,2016]"
19930005,1993,Female,17,9,"[1974,1995]"
20061096,2006,Female,12,9,"(1995,2016]"
19930540,1993,Male,17,7,"[1974,1995]"
20062253,2006,Female,15,6,"(1995,2016]"
20101338,2010,Female,15,2,"(1995,2016]"
19962735,1996,Female,10,5,"(1995,2016]"
20041800,2004,Female,12,5,"(1995,2016]"
19761633,1976,Male,12,7,"[1974,1995]"
20120294,2012,Male,14,5,"(1995,2016]"
19872241,1987,Male,14,6,"[1974,1995]"
19780716,1978,Male,12,6,"[1974,1995]"
19962712,1996,Female,12,7,"(1995,2016]"
19840283,1984,Female,14,6,"[1974,1995]"
19960854,1996,Female,16,9,"(1995,2016]"
20162440,2016,Male,15,7,"(1995,2016]"
19740512,1974,Male,13,9,"[1974,1995]"
20160020,2016,Male,13,7,"(1995,2016]"
20121709,2012,Female,16,7,"(1995,2016]"
20000077,2000,Female,9,3,"(1995,2016]"
20060759,2006,Female,3,0,"(1995,2016]"
19982709,1998,Female,10,9,"(1995,2016]"
19822088,1982,Female,12,6,"[1974,1995]"
19761739,1976,Female,3,3,"[1974,1995]"
19741004,1974,Female,10,7,"[1974,1995]"
19780277,1978,Male,12,5,"[1974,1995]"
19822074,1982,Female,9,6,"[1974,1995]"
19910738,1991,Female,14,7,"[1974,1995]"
19761137,1976,Male,12,6,"[1974,1995]"
20142184,2014,Male,14,8,"(1995,2016]"
19961996,1996,Male,17,9,"(1995,2016]"
20160807,2016,Male,16,9,"(1995,2016]"
20101322,2010,Female,18,6,"(1995,2016]"
19870097,1987,Female,9,5,"[1974,1995]"
20063123,2006,Female,16,5,"(1995,2016]"
19760705,1976,Female,16,8,"[1974,1995]"
19962068,1996,Female,12,8,"(1995,2016]"
20162864,2016,Male,15,7,"(1995,2016]"
20121607,2012,Female,6,5,"(1995,2016]"
19781494,1978,Male,13,3,"[1974,1995]"
19780850,1978,Female,12,8,"[1974,1995]"
19840646,1984,Female,16,10,"[1974,1995]"
20042642,2004,Male,20,8,"(1995,2016]"
19940292,1994,Male,14,5,"[1974,1995]"
19820858,1982,Male,12,5,"[1974,1995]"
19870006,1987,Male,20,9,"[1974,1995]"
19980126,1998,Male,11,5,"(1995,2016]"
20000723,2000,Male,16,6,"(1995,2016]"
20141459,2014,Male,14,7,"(1995,2016]"
20161212,2016,Male,12,5,"(1995,2016]"
19982611,1998,Male,14,4,"(1995,2016]"
19761550,1976,Female,12,5,"[1974,1995]"
19821027,1982,Female,12,7,"[1974,1995]"
19961687,1996,Female,16,4,"(1995,2016]"
20100901,2010,Female,12,1,"(1995,2016]"
20101307,2010,Male,14,6,"(1995,2016]"
19840612,1984,Male,12,8,"[1974,1995]"
19870326,1987,Female,14,5,"[1974,1995]"
19930908,1993,Female,14,5,"[1974,1995]"
19880979,1988,Male,12,6,"[1974,1995]"
20120088,2012,Female,17,5,"(1995,2016]"
19890956,1989,Female,15,8,"[1974,1995]"
19870533,1987,Female,13,3,"[1974,1995]"
19870908,1987,Female,16,9,"[1974,1995]"
19741289,1974,Female,16,6,"[1974,1995]"
20042732,2004,Male,16,7,"(1995,2016]"
20081937,2008,Male,15,5,"(1995,2016]"
20120717,2012,Male,13,5,"(1995,2016]"
20160159,2016,Female,13,5,"(1995,2016]"
20042182,2004,Female,12,6,"(1995,2016]"
19781265,1978,Male,16,4,"[1974,1995]"
19820882,1982,Male,16,10,"[1974,1995]"
20042171,2004,Female,8,6,"(1995,2016]"
19930248,1993,Female,14,8,"[1974,1995]"
19870341,1987,Female,16,6,"[1974,1995]"
19941373,1994,Male,12,8,"[1974,1995]"
19760218,1976,Male,3,1,"[1974,1995]"
19961710,1996,Female,14,9,"(1995,2016]"
19872250,1987,Female,16,7,"[1974,1995]"
20161078,2016,Male,11,6,"(1995,2016]"
19900577,1990,Male,10,5,"[1974,1995]"
19911067,1991,Male,12,8,"[1974,1995]"
19960566,1996,Female,12,6,"(1995,2016]"
19870685,1987,Male,13,5,"[1974,1995]"
19881246,1988,Female,12,4,"[1974,1995]"
19900954,1990,Female,8,4,"[1974,1995]"
19740592,1974,Female,18,7,"[1974,1995]"
19871374,1987,Female,14,9,"[1974,1995]"
20100387,2010,Male,12,4,"(1995,2016]"
19981370,1998,Male,15,6,"(1995,2016]"
19900439,1990,Female,14,10,"[1974,1995]"
19930804,1993,Male,17,6,"[1974,1995]"
19941103,1994,Female,12,5,"[1974,1995]"
19961396,1996,Female,19,9,"(1995,2016]"
19900215,1990,Male,14,9,"[1974,1995]"
20141260,2014,Male,14,6,"(1995,2016]"
20063218,2006,Female,13,5,"(1995,2016]"
19821283,1982,Female,10,3,"[1974,1995]"
20100874,2010,Female,12,5,"(1995,2016]"
19761714,1976,Female,12,10,"[1974,1995]"
19982676,1998,Female,12,6,"(1995,2016]"
20041565,2004,Female,14,5,"(1995,2016]"
20061749,2006,Male,16,6,"(1995,2016]"
19940200,1994,Female,14,8,"[1974,1995]"
20160263,2016,Male,12,5,"(1995,2016]"
20100960,2010,Female,19,7,"(1995,2016]"
19880162,1988,Male,15,7,"[1974,1995]"
20002541,2000,Male,12,4,"(1995,2016]"
20141010,2014,Female,12,5,"(1995,2016]"
19780993,1978,Male,19,8,"[1974,1995]"
19930095,1993,Female,15,8,"[1974,1995]"
19780050,1978,Male,8,8,"[1974,1995]"
19961745,1996,Male,13,9,"(1995,2016]"
19823161,1982,Female,12,3,"[1974,1995]"
19740679,1974,Female,15,10,"[1974,1995]"
19760235,1976,Male,16,8,"[1974,1995]"
19871416,1987,Female,13,7,"[1974,1995]"
20141636,2014,Female,14,6,"(1995,2016]"
19962737,1996,Male,13,3,"(1995,2016]"
19820971,1982,Female,9,4,"[1974,1995]"
20060029,2006,Female,12,1,"(1995,2016]"
20120433,2012,Female,11,3,"(1995,2016]"
20002616,2000,Female,12,7,"(1995,2016]"
20121272,2012,Female,18,6,"(1995,2016]"
19820505,1982,Female,12,6,"[1974,1995]"
19840293,1984,Female,10,5,"[1974,1995]"
19820246,1982,Female,16,6,"[1974,1995]"
19940702,1994,Female,8,3,"[1974,1995]"
20041540,2004,Female,13,5,"(1995,2016]"
19761261,1976,Male,12,9,"[1974,1995]"
19870800,1987,Female,11,6,"[1974,1995]"
20142436,2014,Male,12,6,"(1995,2016]"
20080657,2008,Male,16,10,"(1995,2016]"
19980797,1998,Male,14,7,"(1995,2016]"
19900545,1990,Female,12,5,"[1974,1995]"
19942703,1994,Male,12,3,"[1974,1995]"
19740736,1974,Male,12,7,"[1974,1995]"
19821490,1982,Male,10,3,"[1974,1995]"
19820420,1982,Male,13,8,"[1974,1995]"
19890165,1989,Female,14,8,"[1974,1995]"
20081599,2008,Female,12,7,"(1995,2016]"
20120711,2012,Male,11,4,"(1995,2016]"
20101165,2010,Male,16,5,"(1995,2016]"
19900214,1990,Male,19,9,"[1974,1995]"
19942109,1994,Female,12,3,"[1974,1995]"
19821172,1982,Male,7,4,"[1974,1995]"
19911226,1991,Male,16,6,"[1974,1995]"
19820565,1982,Female,10,5,"[1974,1995]"
19840857,1984,Female,12,3,"[1974,1995]"
19940473,1994,Female,16,10,"[1974,1995]"
19821496,1982,Female,12,5,"[1974,1995]"
19941824,1994,Female,12,7,"[1974,1995]"
20120098,2012,Female,13,6,"(1995,2016]"
20063786,2006,Female,15,7,"(1995,2016]"
20140933,2014,Male,14,7,"(1995,2016]"
19841332,1984,Female,12,9,"[1974,1995]"
19961563,1996,Male,13,6,"(1995,2016]"
19910552,1991,Male,9,5,"[1974,1995]"
19960597,1996,Male,16,4,"(1995,2016]"
20142392,2014,Female,16,8,"(1995,2016]"
19880584,1988,Male,14,7,"[1974,1995]"
20161837,2016,Male,12,4,"(1995,2016]"
19840711,1984,Male,14,4,"[1974,1995]"
20101835,2010,Female,14,7,"(1995,2016]"
19741234,1974,Female,12,6,"[1974,1995]"
19901164,1990,Female,11,5,"[1974,1995]"
20001574,2000,Female,14,7,"(1995,2016]"
19981267,1998,Male,10,2,"(1995,2016]"
19781200,1978,Male,12,6,"[1974,1995]"
20080491,2008,Female,16,4,"(1995,2016]"
19820721,1982,Female,8,3,"[1974,1995]"
19761150,1976,Female,12,6,"[1974,1995]"
19840804,1984,Female,12,3,"[1974,1995]"
19871222,1987,Female,12,4,"[1974,1995]"
19960284,1996,Female,12,5,"(1995,2016]"
20081796,2008,Female,12,6,"(1995,2016]"
19881210,1988,Male,12,2,"[1974,1995]"
19941609,1994,Male,14,8,"[1974,1995]"
20161763,2016,Female,15,6,"(1995,2016]"
19780447,1978,Male,13,9,"[1974,1995]"
19840086,1984,Female,15,8,"[1974,1995]"
19881459,1988,Female,14,6,"[1974,1995]"
19962352,1996,Female,14,6,"(1995,2016]"
19900603,1990,Female,15,8,"[1974,1995]"
19870350,1987,Male,18,7,"[1974,1995]"
19761355,1976,Female,12,6,"[1974,1995]"
20041307,2004,Female,11,5,"(1995,2016]"
20041769,2004,Male,15,8,"(1995,2016]"
19821090,1982,Male,13,6,"[1974,1995]"
19820311,1982,Female,5,2,"[1974,1995]"
19820289,1982,Female,19,9,"[1974,1995]"
19781136,1978,Male,18,5,"[1974,1995]"
20142498,2014,Female,14,6,"(1995,2016]"
19931575,1993,Female,13,6,"[1974,1995]"
19961911,1996,Female,14,5,"(1995,2016]"
20141648,2014,Female,13,7,"(1995,2016]"
20141177,2014,Female,14,6,"(1995,2016]"
20041049,2004,Male,12,6,"(1995,2016]"
19961526,1996,Male,15,3,"(1995,2016]"
20140287,2014,Female,12,7,"(1995,2016]"
19740970,1974,Male,15,5,"[1974,1995]"
19761644,1976,Female,12,6,"[1974,1995]"
19820494,1982,Female,6,4,"[1974,1995]"
19980185,1998,Male,17,9,"(1995,2016]"
20100368,2010,Male,16,9,"(1995,2016]"
19872105,1987,Male,10,6,"[1974,1995]"
19781453,1978,Male,16,6,"[1974,1995]"
19870996,1987,Male,12,6,"[1974,1995]"
20161011,2016,Female,16,4,"(1995,2016]"
19910851,1991,Male,12,4,"[1974,1995]"
19900971,1990,Male,14,6,"[1974,1995]"
20160563,2016,Female,12,7,"(1995,2016]"
19890375,1989,Male,16,8,"[1974,1995]"
20080711,2008,Female,15,7,"(1995,2016]"
20141570,2014,Male,14,5,"(1995,2016]"
20100926,2010,Male,12,6,"(1995,2016]"
20042188,2004,Female,13,10,"(1995,2016]"
19871428,1987,Female,17,6,"[1974,1995]"
19911064,1991,Female,13,1,"[1974,1995]"
20000595,2000,Male,12,6,"(1995,2016]"
19761090,1976,Female,16,9,"[1974,1995]"
20041523,2004,Female,12,6,"(1995,2016]"
19910652,1991,Male,20,6,"[1974,1995]"
20142265,2014,Male,16,5,"(1995,2016]"
19960430,1996,Male,14,6,"(1995,2016]"
19740543,1974,Female,13,7,"[1974,1995]"
20141206,2014,Male,12,8,"(1995,2016]"
19982672,1998,Male,12,9,"(1995,2016]"
19840194,1984,Male,6,2,"[1974,1995]"
19760414,1976,Female,11,3,"[1974,1995]"
19760083,1976,Male,14,8,"[1974,1995]"
19982600,1998,Male,12,5,"(1995,2016]"
19821475,1982,Female,12,4,"[1974,1995]"
19961667,1996,Female,11,6,"(1995,2016]"
20080622,2008,Male,12,2,"(1995,2016]"
19960957,1996,Male,12,5,"(1995,2016]"
19900715,1990,Male,12,5,"[1974,1995]"
19820446,1982,Male,13,8,"[1974,1995]"
20040238,2004,Female,16,5,"(1995,2016]"
19961103,1996,Male,17,5,"(1995,2016]"
20063697,2006,Female,11,4,"(1995,2016]"
20002643,2000,Female,12,7,"(1995,2016]"
19961229,1996,Female,12,1,"(1995,2016]"
19840010,1984,Female,12,3,"[1974,1995]"
19890299,1989,Male,12,6,"[1974,1995]"
19900732,1990,Male,6,5,"[1974,1995]"
19941547,1994,Female,18,9,"[1974,1995]"
20000559,2000,Female,14,2,"(1995,2016]"
20101896,2010,Female,9,2,"(1995,2016]"
20140205,2014,Male,16,9,"(1995,2016]"
19870532,1987,Female,12,6,"[1974,1995]"
19961590,1996,Female,12,5,"(1995,2016]"
20040336,2004,Male,16,7,"(1995,2016]"
19741336,1974,Male,12,7,"[1974,1995]"
19910109,1991,Female,12,2,"[1974,1995]"
20101438,2010,Male,11,5,"(1995,2016]"
19820535,1982,Female,7,1,"[1974,1995]"
20101861,2010,Female,10,6,"(1995,2016]"
19930427,1993,Male,14,7,"[1974,1995]"
20002321,2000,Male,12,3,"(1995,2016]"
19821266,1982,Male,12,7,"[1974,1995]"
20100172,2010,Male,12,8,"(1995,2016]"
20061632,2006,Male,13,5,"(1995,2016]"
20160652,2016,Male,19,6,"(1995,2016]"
20160655,2016,Female,11,3,"(1995,2016]"
20060624,2006,Male,13,9,"(1995,2016]"
19890028,1989,Male,4,1,"[1974,1995]"
19890543,1989,Female,12,6,"[1974,1995]"
19740069,1974,Female,16,10,"[1974,1995]"
20041583,2004,Female,12,7,"(1995,2016]"
19740840,1974,Male,13,8,"[1974,1995]"
19820866,1982,Male,19,10,"[1974,1995]"
19940185,1994,Female,14,9,"[1974,1995]"
19870942,1987,Male,16,8,"[1974,1995]"
19740398,1974,Female,11,4,"[1974,1995]"
19982524,1998,Female,6,5,"(1995,2016]"
19961830,1996,Female,12,5,"(1995,2016]"
19820123,1982,Female,12,4,"[1974,1995]"
20040335,2004,Female,13,7,"(1995,2016]"
19870601,1987,Female,8,3,"[1974,1995]"
20140050,2014,Male,14,2,"(1995,2016]"
20141840,2014,Female,16,6,"(1995,2016]"
19780696,1978,Male,16,8,"[1974,1995]"
19740960,1974,Male,12,7,"[1974,1995]"
19980268,1998,Female,15,4,"(1995,2016]"
19820928,1982,Female,11,6,"[1974,1995]"
20081632,2008,Female,12,3,"(1995,2016]"
20160820,2016,Male,14,5,"(1995,2016]"
20160268,2016,Female,13,5,"(1995,2016]"
